policy_id,practice,modality,evidence,explanation,grounded_in_evidence,understandable,not_misleading,reviewer_notes
2,Identifier_IMEI_1stParty,PERFORMED,"[12] Such data is pooled to give us general statistics on our audience and usage of our apps. For example, Google Analytics automatically samples a user's country and city, chosen device language, device model and make, screen resolution, app version being used, operating system version, mobile phone network.",The app collects the user's IMEI for general statistics.,,,,
2,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,"[12] Such data is pooled to give us general statistics on our audience and usage of our apps. For example, Google Analytics automatically samples a user's country and city, chosen device language, device model and make, screen resolution, app version being used, operating system version, mobile phone network.",The app collects data using cookies or similar technologies for general statistics.,,,,
2,Location_WiFi_3rdParty,PERFORMED,"[4] Some apps may request a location permission. In this case, your location is also anonymous and is only used by Ad networks to help tailor ads relevant to your location.",Ad networks collect the user's WiFi location for tailoring ads based on their location.,,,,
2,Location_Bluetooth_3rdParty,PERFORMED,"[4] Some apps may request a location permission. In this case, your location is also anonymous and is only used by Ad networks to help tailor ads relevant to your location.",Ad networks collect the user's Bluetooth location for tailoring ads based on their location.,,,,
2,Location_GPS_3rdParty,PERFORMED,"[4] Some apps may request a location permission. In this case, your location is also anonymous and is only used by Ad networks to help tailor ads relevant to your location.",Ad networks collect the user's GPS location for tailoring ads based on their location.,,,,
2,Location_1stParty,PERFORMED,"[2] This includes game settings chosen, game results and other general UI events. Taken together, this data allows us to improve our apps in many ways.",The app collects location data for improving the apps.,,,,
2,Demographic_Age_1stParty,PERFORMED,"[7] Such data can also help us improve artwork in the game (by knowing what styles are most popular), or help us determine default option settings. We also collect data on which of our apps are installed, so that we have a better idea of which apps might be popular with users of another of our apps.",The app collects demographic age information for improving the apps.,,,,
2,Demographic_Gender_1stParty,PERFORMED,"[7] Such data can also help us improve artwork in the game (by knowing what styles are most popular), or help us determine default option settings. We also collect data on which of our apps are installed, so that we have a better idea of which apps might be popular with users of another of our apps.",The app collects demographic gender information for improving the apps.,,,,
206,Contact_E_Mail_Address_1stParty,PERFORMED,"""including your name, address, and e-mail address""",The app collects email addresses as part of contact information.,,,,
206,Location_IP_Address_1stParty,PERFORMED,"""Technical Information about your use of our network, services, products or websites""",The app collects IP addresses as part of technical information.,,,,
206,Identifier_Device_ID_1stParty,PERFORMED,"""We collect information about your activity on ContextLogic websites for a number of purposes using technologies such as cookies, user behavior, and server log files""",The app collects device IDs through the use of cookies and other tracking technologies.,,,,
206,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,"""We collect information about your activity on ContextLogic websites for a number of purposes using technologies such as cookies, user behavior, and server log files""",The app collects data through the use of cookies and similar tracking technologies.,,,,
206,Identifier_IP_Address_1stParty,PERFORMED,"""Technical Information about your use of our network, services, products or websites""",The app collects IP addresses as part of technical information.,,,,
206,Identifier_Ad_ID_3rdParty,NOT_PERFORMED,"""ContextLogic products may share your Personal Information with each other to make sure your experience: Is as seamless as possible; Benefits fully from what ContextLogic has to offer""",The app shares ad IDs with third parties for their direct marketing purposes.,,,,
206,Location_Bluetooth_1stParty,NOT_PERFORMED,"""We collect information about your activity on ContextLogic websites""",The app does not explicitly mention collecting Bluetooth location data.,,,,
331,Contact_E_Mail_Address_1stParty,PERFORMED,"[10] ## 8. Contacting Us
If you have any questions or comments about this Policy or our privacy practices, or to report any violations of the Policy or abuse of an Application, the Services or the Site, please contact us at [turbocdev2016@gmail.com].",The app provides a contact email address for users to reach out with questions or concerns.,,,,
331,Identifier_Device_ID_3rdParty,NOT_PERFORMED,"[4] ## 3. How Your Information May Be Disclosed
3.2 Non-Personal Information
We may disclose Non-Personal Information to our trusted partners who shall comply with this privacy policy and the relevant privacy laws.","The app discloses non-personal information to third-party partners, which could include device identifiers.",,,,
331,Demographic_Age_1stParty,PERFORMED,"[9] ## 2. How We Use Collected Information
2.2 Non- Personal Information
To personalize user experience. We may use your Non- Personal Information to understand demographics, customer interest, and other trends among our users;",The app uses non-personal information to understand demographic data about its users.,,,,
331,Location_IP_Address_3rdParty,NOT_PERFORMED,"[2] 4.2 The information that you transfer and share through the Application, the Services and/or the Site may be intercepted, collected, used and disclosed by third parties. We are not responsible for any interception, collection, use and disclosure of your information by any third party.",The app does not explicitly state it collects location or IP address data.,,,,
61,Location_GPS_1stParty,PERFORMED,"[1] We may also receive location data passed to us from third-party services or GPS-enabled devices that you have set up, which we use to show you local information (for example, Pulse articles about your area or jobs postings in your location) on our mobile applications and for fraud prevention and security purposes.",The app uses location data from GPS-enabled devices.,,,,
61,Identifier_IP_Address_1stParty,PERFORMED,"[7] We also receive the internet protocol (“IP”) address of your computer or the proxy server that you use to access the web, your computer operating system details, your type of web browser, your mobile device (including your mobile device identifier provided by your mobile device operating system), your mobile operating system (if you are accessing LinkedIn using a mobile device), and the name of your ISP or your mobile carrier.",The app collects IP addresses.,,,,
61,Identifier_Device_ID_1stParty,PERFORMED,"[7] We also receive the internet protocol (“IP”) address of your computer or the proxy server that you use to access the web, your computer operating system details, your type of web browser, your mobile device (including your mobile device identifier provided by your mobile device operating system), your mobile operating system (if you are accessing LinkedIn using a mobile device), and the name of your ISP or your mobile carrier.",The app collects identifiers from mobile devices.,,,,
61,Contact_City_1stParty,PERFORMED,"[3] For example, our mobile applications allow you to sync your device’s calendar, email and/or contacts apps with our Services to show you the LinkedIn profiles of meeting attendees, email correspondents and/or your contacts.",The app uses city information from synced contacts.,,,,
61,Contact_1stParty,PERFORMED,"[3] For example, our mobile applications allow you to sync your device’s calendar, email and/or contacts apps with our Services to show you the LinkedIn profiles of meeting attendees, email correspondents and/or your contacts.",The app uses contact information from synced calendars and emails.,,,,
61,Advertising_1stParty,PERFORMED,"[18] We target (and measure the performance of) ads to Members, Visitors and others both on and off of our Services through a variety of ad networks and ad exchanges, using the following, whether separately or combined: Advertising technologies on and off of our Services, like web beacons, pixels, ad tags, cookies, and mobile identifiers as permitted by mobile platforms;",The app uses various advertising technologies to target ads.,,,,
110,Identifier_IP_Address_1stParty,PERFORMED,"[1] Device information: such as your device model, serial number, the version and type of your operation system, IP Address, MAC Address, IMEI number and other unique device identifiers.",The policy explicitly mentions that IP addresses are collected.,,,,
110,Identifier_MAC_1stParty,PERFORMED,"[1] Device information: such as your device model, serial number, the version and type of your operation system, IP Address, MAC Address, IMEI number and other unique device identifiers.",The policy explicitly mentions that MAC addresses are collected.,,,,
110,Identifier_IMEI_1stParty,PERFORMED,"[1] Device information: such as your device model, serial number, the version and type of your operation system, IP Address, MAC Address, IMEI number and other unique device identifiers.",The policy explicitly mentions that IMEI numbers are collected.,,,,
110,Location_GPS_1stParty,PERFORMED,"[1] Location information: such as the version of your devices’ GPS and Wi-Fi module, GPS signal, data identifying nearby Wi-Fi access points and cell towers, the time zone and local time where the device is used.",The policy explicitly mentions that GPS location information is collected.,,,,
110,Location_WiFi_1stParty,PERFORMED,"[1] Location information: such as the version of your devices’ GPS and Wi-Fi module, GPS signal, data identifying nearby Wi-Fi access points and cell towers, the time zone and local time where the device is used.",The policy explicitly mentions that WiFi location data is collected.,,,,
110,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,[6] Cookies are small text files placed on your devices to personalize your user experience on our SERVICE.,The policy explicitly mentions the use of cookies for personalizing user experience.,,,,
110,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,[7] Cookies will not collect information that identifies you. All information cookies collect is aggregated and anonymous.,The policy explicitly mentions the use of cookies for collecting non-identifying information.,,,,
110,Identifier_Cookie_or_similar_Tech_3rdParty,PERFORMED,"[8] ASUS places cookies by using advertising campaign services, such as Hubrus DSP, Google AdWords, and Google DoubleClick. The information cookies collect is only used between ASUS and advertising campaign service providers.",The policy explicitly mentions that third parties place cookies for advertising purposes.,,,,
110,Contact_E_Mail_Address_1stParty,PERFORMED,"[3] Your name, mailing/shipping/billing address (including zip code), contact information, e-mail address, credit card number or other payment service information when you make a purchase of our devices, paid services or for certain customer service request.",The policy explicitly mentions that email addresses are collected.,,,,
110,Contact_ZIP_1stParty,PERFORMED,"[3] Your name, mailing/shipping/billing address (including zip code), contact information, e-mail address, credit card number or other payment service information when you make a purchase of our devices, paid services or for certain customer service request.",The policy explicitly mentions that ZIP codes are collected.,,,,
110,Contact_City_1stParty,PERFORMED,"[3] Your name, mailing/shipping/billing address (including zip code), contact information, e-mail address, credit card number or other payment service information when you make a purchase of our devices, paid services or for certain customer service request.",The policy explicitly mentions that city information is collected.,,,,
110,Demographic_Age_1stParty,PERFORMED,"[8] Your age, date of birth, gender, height, weight, body temperature, heart rate, blood pressure as well as certain data about your daily activities, for example, your step taken, calories burned and sleep patterns, when you use our healthcare devices or services.",The policy explicitly mentions that age information is collected.,,,,
110,Demographic_Gender_1stParty,PERFORMED,"[8] Your age, date of birth, gender, height, weight, body temperature, heart rate, blood pressure as well as certain data about your daily activities, for example, your step taken, calories burned and sleep patterns, when you use our healthcare devices or services.",The policy explicitly mentions that gender information is collected.,,,,
42,Contact_E_Mail_Address_1stParty,PERFORMED,"""dzkdes@gmail.com""",The app provides an email address for users to contact them.,,,,
42,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,"""Our Services may use “cookies” to enhance User experience""",The app uses cookies to enhance user experience.,,,,
42,Identifier_IP_Address_3rdParty,PERFORMED,"""Non-personal identification information may include the browser name, the type of computer and technical information about Users means of connection to our Services""",The app collects IP addresses as part of non-personal identification information.,,,,
42,Location_IP_Address_3rdParty,PERFORMED,"""Non-personal identification information may include the browser name, the type of computer and technical information about Users means of connection to our Services""",The app collects IP addresses as part of non-personal identification information.,,,,
42,Identifier_Device_ID_1stParty,PERFORMED,"""Ads appearing on our services may be delivered to Users by advertising partners, who may set cookies""",The app allows advertising partners to use device IDs through cookies.,,,,
42,Identifier_Ad_ID_1stParty,PERFORMED,"""Ads appearing on our services may be delivered to Users by advertising partners, who may set cookies""",The app allows advertising partners to use ad IDs through cookies.,,,,
42,Location_GPS_3rdParty,PERFORMED,"""Ads appearing on our services may be delivered to Users by advertising partners, who may set cookies""",The app allows advertising partners to use GPS location data through cookies.,,,,
42,Location_WiFi_3rdParty,PERFORMED,"""Ads appearing on our services may be delivered to Users by advertising partners, who may set cookies""",The app allows advertising partners to use WiFi location data through cookies.,,,,
42,Location_Bluetooth_3rdParty,PERFORMED,"""Ads appearing on our services may be delivered to Users by advertising partners, who may set cookies""",The app allows advertising partners to use Bluetooth location data through cookies.,,,,
190,Identifier_IP_Address_1stParty,PERFORMED,"""We will never disclose your IP address to a third party.""",The app collects and uses the user's IP address for internal purposes.,,,,
190,Identifier_Device_ID_1stParty,PERFORMED,"""Our website may use cookies to store information about your visits. While cookies contain no personal information, they help us identify you as a unique user and/or your browser session.""",The app uses device identifiers (cookies) to track user sessions.,,,,
190,Contact_E_Mail_Address_1stParty,PERFORMED,"""Our newsletter is run on an opt-out basis, and we never send unsolicited emails. The only information gathered when users voluntarily sign up for our newsletter is their email address.""",The app collects and uses the user's email address to provide a newsletter service.,,,,
190,Location_IP_Address_3rdParty,PERFORMED,"""Such third parties may use SDKs, APIs, and cookies in our games to enable them to collect and analyze user information on our behalf. In order to provide their services, the third parties may have access to information such as your IP address, MAC address, geo-location, IMEI, and device identifier.""",The app shares the user's IP address with third-party tracking tools for their use.,,,,
190,Identifier_MAC_3rdParty,PERFORMED,"""Such third parties may use SDKs, APIs, and cookies in our games to enable them to collect and analyze user information on our behalf. In order to provide their services, the third parties may have access to information such as your IP address, MAC address, geo-location, IMEI, and device identifier.""",The app shares the user's MAC address with third-party tracking tools for their use.,,,,
190,Identifier_IMEI_3rdParty,PERFORMED,"""Such third parties may use SDKs, APIs, and cookies in our games to enable them to collect and analyze user information on our behalf. In order to provide their services, the third parties may have access to information such as your IP address, MAC address, geo-location, IMEI, and device identifier.""",The app shares the user's IMEI with third-party tracking tools for their use.,,,,
190,Identifier_Ad_ID_3rdParty,PERFORMED,"""Such third parties may use SDKs, APIs, and cookies in our games to enable them to collect and analyze user information on our behalf. In order to provide their services, the third parties may have access to information such as your IP address, MAC address, geo-location, IMEI, and device identifier.""",The app shares the user's ad ID with third-party tracking tools for their use.,,,,
190,Location_GPS_3rdParty,PERFORMED,"""Such third parties may use SDKs, APIs, and cookies in our games to enable them to collect and analyze user information on our behalf. In order to provide their services, the third parties may have access to information such as your IP address, MAC address, geo-location, IMEI, and device identifier.""",The app shares the user's GPS location with third-party tracking tools for their use.,,,,
190,Location_WiFi_3rdParty,PERFORMED,"""Such third parties may use SDKs, APIs, and cookies in our games to enable them to collect and analyze user information on our behalf. In order to provide their services, the third parties may have access to information such as your IP address, MAC address, geo-location, IMEI, and device identifier.""",The app shares the user's WiFi location with third-party tracking tools for their use.,,,,
190,Location_Cell_Tower_3rdParty,PERFORMED,"""Such third parties may use SDKs, APIs, and cookies in our games to enable them to collect and analyze user information on our behalf. In order to provide their services, the third parties may have access to information such as your IP address, MAC address, geo-location, IMEI, and device identifier.""",The app shares the user's cell tower location with third-party tracking tools for their use.,,,,
190,Contact_1stParty,PERFORMED,"""We may collect the following information from our users: First name, last name, email address, billing address, and phone number""","The app collects and uses contact information (name, email, billing address, phone) for internal purposes.",,,,
84,Non_Personal_Information_1stParty,PERFORMED,"""We may collect Non-Personal Information about users whenever they interact with our apps""",The app collects non-personal information from user interactions.,,,,
84,Non_Personal_Information_3rdParty,PERFORMED,"""We may disclose Non-Personal Information to our trusted partners""",The app discloses non-personal information to third-party partners.,,,,
84,Contact_City_1stParty,NOT_PERFORMED,"""[7] (similarity=0.45) If you have any questions or comments about this Policy or our privacy practices, or to report any violations of the Policy or abuse of an Application, the Services or the Site, please contact us at [ligogo1013@gmail.com].""",The app provides a contact email address for users.,,,,
292,Contact_City_1stParty,PERFORMED,"we collect your name, email address, user name, social network information and other information you provide us when you register, set up an account, contact us by e-mail or use our services.",The policy mentions collecting 'name' which can include city.,,,,
292,Contact_City_1stParty,PERFORMED,"we collect your name, email address, user name, social network information and other information you provide us when you register, set up an account, contact us by e-mail or use our services.",The policy mentions collecting 'name' which can include city.,,,,
292,Contact_City_1stParty,PERFORMED,"we collect your name, email address, user name, social network information and other information you provide us when you register, set up an account, contact us by e-mail or use our services.",The policy mentions collecting 'name' which can include city.,,,,
292,Contact_City_1stParty,PERFORMED,"we collect your name, email address, user name, social network information and other information you provide us when you register, set up an account, contact us by e-mail or use our services.",The policy mentions collecting 'name' which can include city.,,,,
292,Identifier_IP_Address_1stParty,PERFORMED,We also collect information about your computer's operating system and information about your usage and activity on the Site.,"The policy mentions collecting 'Internet Protocol (""IP"") address', which is an identifier.",,,,
292,Location_GPS_1stParty,PERFORMED,"Your personal information and other data collected by us may be transferred to another company that has acquired our stock or assets, for example, as a result of a sale, merger, reorganization, dissolution or liquidation. If such a transfer occurs, the acquiring company's use of your personal information will still be subject to this Privacy Policy.",The policy mentions collecting 'personal information' which can include location data.,,,,
292,Location_GPS_1stParty,PERFORMED,"This makes your User Content more searchable by others and more interactive. If you geotag your photo or tag your photo using others' APIs then your latitude and longitude will be stored with the photo and may be searchable (e.g., through a location or map feature) if your photo is made public by you in accordance with your privacy settings.","The policy mentions collecting 'latitude and longitude', which can indicate GPS location.",,,,
292,Identifier_Cookie_or_similar_Tech_1stParty,PERFORMED,"Cookies are small data files that are stored on your hard drive by a Web site. Among other things, the use of cookies helps us to improve the Site and your experience on the Site. We use cookies to see which areas and features of the Site are most popular, to count the number of computers accessing the Site, to personalize your experience and to remember your preferences.","The policy mentions using 'cookies', which is a form of identifier.",,,,
